Country Code,Country Name,year,tem_change
TUV,Tuvalu,2002,0.882
UGA,Uganda,2002,0.766
UKR,Ukraine,2002,1.534
ARE,United Arab Emirates,2002,1.005
,United Kingdom,2002,0.997
TZA,United Republic of Tanzania,2002,0.578
USA,United States of America,2002,0.946
VIR,United States Virgin Islands,2002,0.684
URY,Uruguay,2002,0.573
,USSR,2002,
UZB,Uzbekistan,2002,1.816
VUT,Vanuatu,2002,0.87
VEN,Venezuela (Bolivarian Republic of),2002,0.688
VNM,Viet Nam,2002,0.695
WAK,Wake Island,2002,0.564
WLF,Wallis and Futuna Islands,2002,1.024
ESH,Western Sahara,2002,1.203
YEM,Yemen,2002,
,Yugoslav SFR,2002,
ZMB,Zambia,2002,0.768
ZWE,Zimbabwe,2002,0.522
X01,World,2002,1.018
X06,Africa,2002,0.894
,Eastern Africa,2002,0.772
,Middle Africa,2002,0.725
,Northern Africa,2002,1.119
,Southern Africa,2002,0.613
,Western Africa,2002,1.011
X21,Americas,2002,0.789
,Northern America,2002,0.757
,Central America,2002,0.689
,Caribbean,2002,0.907
,South America,2002,0.837
,Asia,2002,1.16
,Central Asia,2002,2.075
,Eastern Asia,2002,1.196
,Southern Asia,2002,1.028
,South-Eastern Asia,2002,0.61
,Western Asia,2002,0.998
,Europe,2002,1.505
,Eastern Europe,2002,1.584
,Northern Europe,2002,1.327
,Southern Europe,2002,0.829
,Western Europe,2002,1.267
,Oceania,2002,0.703
,Australia and New Zealand,2002,0.697
,Melanesia,2002,0.785
,Micronesia,2002,0.369
,Polynesia,2002,0.99
,European Union,2002,1.203
,Least Developed Countries,2002,0.881
,Land Locked Developing Countries,2002,1.277
,Small Island Developing States,2002,0.828
,Low Income Food Deficit Countries,2002,0.892
,Net Food Importing Developing Countries,2002,0.916
,Annex I countries,2002,1.137
,Non-Annex I countries,2002,0.935
,OECD,2002,0.774
AFG,Afghanistan,2003,0.598
ALB,Albania,2003,1.079
DZA,Algeria,2003,1.668
ASM,American Samoa,2003,0.551
AND,Andorra,2003,1.987
AGO,Angola,2003,0.891
AIA,Anguilla,2003,0.664
ATA,Antarctica,2003,-0.474
ATG,Antigua and Barbuda,2003,
ARG,Argentina,2003,0.626
ARM,Armenia,2003,0.201
ABW,Aruba,2003,0.912
AUS,Australia,2003,0.79
AUT,Austria,2003,1.469
AZE,Azerbaijan,2003,-0.055
BHS,Bahamas,2003,1.082
BHR,Bahrain,2003,1.312
BGD,Bangladesh,2003,0.311
BRB,Barbados,2003,0.868
BLR,Belarus,2003,0.068
BEL,Belgium,2003,1.522
,Belgium-Luxembourg,2003,
BLZ,Belize,2003,0.951
BEN,Benin,2003,1.052
BTN,Bhutan,2003,0.529
BOL,Bolivia (Plurinational State of),2003,0.644
BIH,Bosnia and Herzegovina,2003,1.11
BWA,Botswana,2003,1.0
BRA,Brazil,2003,1.001
VGB,British Virgin Islands,2003,0.657
BRN,Brunei Darussalam,2003,0.8
BGR,Bulgaria,2003,0.156
BFA,Burkina Faso,2003,0.961
BDI,Burundi,2003,0.504
CPV,Cabo Verde,2003,1.409
KHM,Cambodia,2003,0.649
CMR,Cameroon,2003,0.934
CAN,Canada,2003,1.256
CYM,Cayman Islands,2003,
CAF,Central African Republic,2003,0.879
TCD,Chad,2003,0.825
CHA,Channel Islands,2003,1.404
CHL,Chile,2003,0.264
CHN,China,2003,0.823
HKG,"China, Hong Kong SAR",2003,0.945
MAC,"China, Macao SAR",2003,0.945
,"China, mainland",2003,0.823
TWN,"China, Taiwan Province of",2003,0.863
CXR,Christmas Island,2003,0.691
CCK,Cocos (Keeling) Islands,2003,0.493
COL,Colombia,2003,0.767
COM,Comoros,2003,0.668
COG,Congo,2003,0.812
COK,Cook Islands,2003,0.526
CRI,Costa Rica,2003,0.859
CIV,Côte d'Ivoire,2003,1.026
HRV,Croatia,2003,1.275
CUB,Cuba,2003,1.071
CYP,Cyprus,2003,0.579
CZE,Czechia,2003,1.08
,Czechoslovakia,2003,
PRK,Democratic People's Republic of Korea,2003,0.873
COD,Democratic Republic of the Congo,2003,0.732
DNK,Denmark,2003,0.708
DJI,Djibouti,2003,1.286
DMA,Dominica,2003,0.4
DOM,Dominican Republic,2003,1.183
ECU,Ecuador,2003,0.855
EGY,Egypt,2003,0.655
SLV,El Salvador,2003,1.045
GNQ,Equatorial Guinea,2003,0.946
ERI,Eritrea,2003,0.79
EST,Estonia,2003,0.26
SWZ,Eswatini,2003,0.62
ETH,Ethiopia,2003,1.119
,Ethiopia PDR,2003,
FLK,Falkland Islands (Malvinas),2003,
FRO,Faroe Islands,2003,1.697
FJI,Fiji,2003,0.805
FIN,Finland,2003,0.729
FRA,France,2003,1.807
,French Guiana,2003,0.955
PYF,French Polynesia,2003,0.714
,French Southern and Antarctic Territories,2003,0.395
GAB,Gabon,2003,0.826
GMB,Gambia,2003,1.156
GEO,Georgia,2003,-0.206
DEU,Germany,2003,1.253
GHA,Ghana,2003,0.99
GIB,Gibraltar,2003,1.469
GRC,Greece,2003,0.47
GRL,Greenland,2003,2.326
GRD,Grenada,2003,0.979
GLP,Guadeloupe,2003,0.486
GTM,Guatemala,2003,0.964
GIN,Guinea,2003,1.054
GNB,Guinea-Bissau,2003,1.111
GUY,Guyana,2003,1.268
HTI,Haiti,2003,1.204
VAT,Holy See,2003,1.541
HND,Honduras,2003,0.81
HUN,Hungary,2003,0.733
ISL,Iceland,2003,1.787
IND,India,2003,0.583
IDN,Indonesia,2003,0.571
IRN,Iran (Islamic Republic of),2003,0.891
IRQ,Iraq,2003,0.853
IRL,Ireland,2003,1.014
IMN,Isle of Man,2003,1.042
ISR,Israel,2003,0.497
ITA,Italy,2003,1.522
JAM,Jamaica,2003,1.129
JPN,Japan,2003,0.31
JOR,Jordan,2003,0.407
KAZ,Kazakhstan,2003,0.113
KEN,Kenya,2003,0.968
KIR,Kiribati,2003,0.799
KWT,Kuwait,2003,1.635
KGZ,Kyrgyzstan,2003,0.427
LAO,Lao People's Democratic Republic,2003,0.982
LVA,Latvia,2003,0.252
LBN,Lebanon,2003,0.621
LSO,Lesotho,2003,0.721
LBR,Liberia,2003,0.92
LBY,Libya,2003,0.994
LIE,Liechtenstein,2003,1.679
LTU,Lithuania,2003,0.176
LUX,Luxembourg,2003,1.686
MDG,Madagascar,2003,0.657
MWI,Malawi,2003,0.851
MYS,Malaysia,2003,0.754
MDV,Maldives,2003,0.612
MLI,Mali,2003,1.246
MLT,Malta,2003,1.382
MHL,Marshall Islands,2003,0.072
MTQ,Martinique,2003,0.472
MRT,Mauritania,2003,1.166
MUS,Mauritius,2003,0.732
MYT,Mayotte,2003,0.681
MEX,Mexico,2003,0.806
FSM,Micronesia (Federated States of),2003,-0.027
MID,Midway Island,2003,
MCO,Monaco,2003,1.695
MNG,Mongolia,2003,0.511
MNE,Montenegro,2003,
MSR,Montserrat,2003,
MAR,Morocco,2003,1.851
MOZ,Mozambique,2003,0.527
MMR,Myanmar,2003,0.625
NAM,Namibia,2003,1.274
NRU,Nauru,2003,
NPL,Nepal,2003,0.355
NLD,Netherlands,2003,1.201
ANT,Netherlands Antilles (former),2003,0.907
NCL,New Caledonia,2003,0.348
NZL,New Zealand,2003,0.254
NIC,Nicaragua,2003,0.854
NER,Niger,2003,0.995
NGA,Nigeria,2003,0.871
NIU,Niue,2003,
NFK,Norfolk Island,2003,0.025
MKD,North Macedonia,2003,0.695
NOR,Norway,2003,1.117
OMN,Oman,2003,0.698
,Pacific Islands Trust Territory,2003,
PAK,Pakistan,2003,0.439
PLW,Palau,2003,0.445
PSE,Palestine,2003,0.499
PAN,Panama,2003,0.896
PNG,Papua New Guinea,2003,0.777
PRY,Paraguay,2003,0.759
PER,Peru,2003,0.821
PHL,Philippines,2003,0.653
,Pitcairn Islands,2003,-0.058
POL,Poland,2003,0.365
PRT,Portugal,2003,1.444
PRI,Puerto Rico,2003,0.83
QAT,Qatar,2003,1.223
KOR,Republic of Korea,2003,0.567
MDA,Republic of Moldova,2003,-0.285
REU,Réunion,2003,0.743
ROU,Romania,2003,0.127
RUS,Russian Federation,2003,0.997
RWA,Rwanda,2003,0.471
SHN,"Saint Helena, Ascension and Tristan da Cunha",2003,1.59
KNA,Saint Kitts and Nevis,2003,
LCA,Saint Lucia,2003,0.753
SPM,Saint Pierre and Miquelon,2003,0.117
VCT,Saint Vincent and the Grenadines,2003,0.979
WSM,Samoa,2003,0.79
SMR,San Marino,2003,1.609
STP,Sao Tome and Principe,2003,0.925
SAU,Saudi Arabia,2003,1.005
SEN,Senegal,2003,1.119
SRB,Serbia,2003,
SCG,Serbia and Montenegro,2003,0.747
SYC,Seychelles,2003,0.729
SLE,Sierra Leone,2003,0.922
SGP,Singapore,2003,
SVK,Slovakia,2003,0.674
SVN,Slovenia,2003,1.453
SLB,Solomon Islands,2003,0.66
SOM,Somalia,2003,1.185
ZAF,South Africa,2003,0.812
SGS,South Georgia and the South Sandwich Islands,2003,1.097
SSD,South Sudan,2003,
ESP,Spain,2003,1.562
LKA,Sri Lanka,2003,0.954
SDN,Sudan,2003,
,Sudan (former),2003,0.897
SUR,Suriname,2003,1.078
SJM,Svalbard and Jan Mayen Islands,2003,0.844
SWE,Sweden,2003,0.92
CHE,Switzerland,2003,1.85
SYR,Syrian Arab Republic,2003,0.516
TJK,Tajikistan,2003,0.522
THA,Thailand,2003,0.762
TLS,Timor-Leste,2003,0.56
TGO,Togo,2003,1.119
TKL,Tokelau,2003,
TON,Tonga,2003,0.903
TTO,Trinidad and Tobago,2003,1.147
TUN,Tunisia,2003,1.884
TUR,Turkey,2003,0.291
TKM,Turkmenistan,2003,0.085
TCA,Turks and Caicos Islands,2003,1.27
TUV,Tuvalu,2003,0.615
UGA,Uganda,2003,0.873
UKR,Ukraine,2003,-0.272
ARE,United Arab Emirates,2003,0.895
,United Kingdom,2003,1.179
TZA,United Republic of Tanzania,2003,0.903
USA,United States of America,2003,0.986
VIR,United States Virgin Islands,2003,0.69
URY,Uruguay,2003,0.274
,USSR,2003,
UZB,Uzbekistan,2003,0.129
VUT,Vanuatu,2003,0.496
VEN,Venezuela (Bolivarian Republic of),2003,1.12
VNM,Viet Nam,2003,1.046
WAK,Wake Island,2003,0.375
WLF,Wallis and Futuna Islands,2003,1.037
ESH,Western Sahara,2003,1.35
YEM,Yemen,2003,
,Yugoslav SFR,2003,
ZMB,Zambia,2003,0.939
ZWE,Zimbabwe,2003,0.444
X01,World,2003,0.896
X06,Africa,2003,0.999
,Eastern Africa,2003,0.874
,Middle Africa,2003,0.817
,Northern Africa,2003,1.187
,Southern Africa,2003,0.993
,Western Africa,2003,1.063
X21,Americas,2003,0.999
,Northern America,2003,1.147
,Central America,2003,0.823
,Caribbean,2003,1.094
,South America,2003,0.856
,Asia,2003,0.644
,Central Asia,2003,0.142
,Eastern Asia,2003,0.764
,Southern Asia,2003,0.638
,South-Eastern Asia,2003,0.68
,Western Asia,2003,0.754
,Europe,2003,0.972
,Eastern Europe,2003,0.915
,Northern Europe,2003,0.943
,Southern Europe,2003,1.313
,Western Europe,2003,1.573
,Oceania,2003,0.771
,Australia and New Zealand,2003,0.772
,Melanesia,2003,0.751
,Micronesia,2003,0.393
,Polynesia,2003,0.749
,European Union,2003,1.061
,Least Developed Countries,2003,0.891
,Land Locked Developing Countries,2003,0.664
,Small Island Developing States,2003,0.961
,Low Income Food Deficit Countries,2003,0.819
,Net Food Importing Developing Countries,2003,0.889
,Annex I countries,2003,0.95
,Non-Annex I countries,2003,0.857
,OECD,2003,0.987
AFG,Afghanistan,2004,1.317
ALB,Albania,2004,0.506
DZA,Algeria,2004,1.07
ASM,American Samoa,2004,0.356
AND,Andorra,2004,0.942
AGO,Angola,2004,0.308
AIA,Anguilla,2004,0.333
ATA,Antarctica,2004,0.129
ATG,Antigua and Barbuda,2004,0.368
ARG,Argentina,2004,0.415
ARM,Armenia,2004,1.21
ABW,Aruba,2004,0.448
AUS,Australia,2004,0.671
AUT,Austria,2004,0.842
AZE,Azerbaijan,2004,1.379
BHS,Bahamas,2004,0.395
BHR,Bahrain,2004,1.437
BGD,Bangladesh,2004,0.35
BRB,Barbados,2004,0.718
BLR,Belarus,2004,0.916
BEL,Belgium,2004,1.085
,Belgium-Luxembourg,2004,
BLZ,Belize,2004,0.699
BEN,Benin,2004,0.828
BTN,Bhutan,2004,0.507
BOL,Bolivia (Plurinational State of),2004,0.818
BIH,Bosnia and Herzegovina,2004,0.607
BWA,Botswana,2004,0.151
BRA,Brazil,2004,0.86
VGB,British Virgin Islands,2004,0.309
BRN,Brunei Darussalam,2004,0.583
BGR,Bulgaria,2004,0.489
BFA,Burkina Faso,2004,0.84
BDI,Burundi,2004,0.632
CPV,Cabo Verde,2004,1.442
KHM,Cambodia,2004,0.491
CMR,Cameroon,2004,0.889
CAN,Canada,2004,0.51
CYM,Cayman Islands,2004,
CAF,Central African Republic,2004,0.988
TCD,Chad,2004,0.813
CHA,Channel Islands,2004,1.025
CHL,Chile,2004,0.446
CHN,China,2004,1.111
HKG,"China, Hong Kong SAR",2004,0.705
MAC,"China, Macao SAR",2004,0.705
,"China, mainland",2004,1.114
TWN,"China, Taiwan Province of",2004,0.444
CXR,Christmas Island,2004,0.466
CCK,Cocos (Keeling) Islands,2004,0.359
COL,Colombia,2004,0.643
COM,Comoros,2004,0.592
COG,Congo,2004,0.75
COK,Cook Islands,2004,0.543
CRI,Costa Rica,2004,0.763
CIV,Côte d'Ivoire,2004,0.76
HRV,Croatia,2004,0.666
CUB,Cuba,2004,0.853
CYP,Cyprus,2004,0.625
CZE,Czechia,2004,0.825
,Czechoslovakia,2004,
PRK,Democratic People's Republic of Korea,2004,1.536
COD,Democratic Republic of the Congo,2004,0.718
DNK,Denmark,2004,1.037
DJI,Djibouti,2004,1.013
DMA,Dominica,2004,0.414
DOM,Dominican Republic,2004,0.779
ECU,Ecuador,2004,0.827
EGY,Egypt,2004,0.571
SLV,El Salvador,2004,0.804
GNQ,Equatorial Guinea,2004,0.813
ERI,Eritrea,2004,1.255
EST,Estonia,2004,1.204
SWZ,Eswatini,2004,0.442
ETH,Ethiopia,2004,0.887
,Ethiopia PDR,2004,
FLK,Falkland Islands (Malvinas),2004,
FRO,Faroe Islands,2004,1.101
FJI,Fiji,2004,0.605
FIN,Finland,2004,1.242
FRA,France,2004,0.978
,French Guiana,2004,0.966
PYF,French Polynesia,2004,0.534
,French Southern and Antarctic Territories,2004,0.62
GAB,Gabon,2004,0.724
GMB,Gambia,2004,1.252
GEO,Georgia,2004,0.961
DEU,Germany,2004,0.997
GHA,Ghana,2004,0.729
GIB,Gibraltar,2004,1.088
GRC,Greece,2004,0.414
GRL,Greenland,2004,1.46
GRD,Grenada,2004,0.524
GLP,Guadeloupe,2004,0.369
GTM,Guatemala,2004,0.666
GIN,Guinea,2004,1.12
GNB,Guinea-Bissau,2004,1.252
GUY,Guyana,2004,1.091
HTI,Haiti,2004,0.858
VAT,Holy See,2004,0.534
HND,Honduras,2004,0.614
HUN,Hungary,2004,0.573
ISL,Iceland,2004,1.237
IND,India,2004,0.475
IDN,Indonesia,2004,0.517
IRN,Iran (Islamic Republic of),2004,1.457
IRQ,Iraq,2004,0.99
IRL,Ireland,2004,0.886
IMN,Isle of Man,2004,0.939
ISR,Israel,2004,0.498
ITA,Italy,2004,0.752
JAM,Jamaica,2004,0.963
JPN,Japan,2004,1.108
JOR,Jordan,2004,0.535
KAZ,Kazakhstan,2004,2.185
KEN,Kenya,2004,0.75
KIR,Kiribati,2004,
KWT,Kuwait,2004,1.574
KGZ,Kyrgyzstan,2004,1.498
LAO,Lao People's Democratic Republic,2004,0.435
LVA,Latvia,2004,1.027
LBN,Lebanon,2004,0.652
LSO,Lesotho,2004,0.635
LBR,Liberia,2004,0.868
LBY,Libya,2004,0.784
LIE,Liechtenstein,2004,0.916
LTU,Lithuania,2004,0.878
LUX,Luxembourg,2004,1.01
MDG,Madagascar,2004,0.418
MWI,Malawi,2004,0.719
MYS,Malaysia,2004,0.654
MDV,Maldives,2004,0.48
MLI,Mali,2004,1.202
MLT,Malta,2004,0.684
MHL,Marshall Islands,2004,0.207
MTQ,Martinique,2004,0.442
MRT,Mauritania,2004,1.269
MUS,Mauritius,2004,0.349
MYT,Mayotte,2004,0.52
MEX,Mexico,2004,0.273
FSM,Micronesia (Federated States of),2004,0.245
MID,Midway Island,2004,
MCO,Monaco,2004,0.908
MNG,Mongolia,2004,1.754
MNE,Montenegro,2004,
MSR,Montserrat,2004,0.368
MAR,Morocco,2004,1.286
MOZ,Mozambique,2004,0.299
MMR,Myanmar,2004,0.577
NAM,Namibia,2004,1.082
NRU,Nauru,2004,
NPL,Nepal,2004,0.429
NLD,Netherlands,2004,1.157
ANT,Netherlands Antilles (former),2004,0.505
NCL,New Caledonia,2004,0.466
NZL,New Zealand,2004,0.05
NIC,Nicaragua,2004,0.693
NER,Niger,2004,0.807
NGA,Nigeria,2004,0.807
NIU,Niue,2004,
NFK,Norfolk Island,2004,0.274
MKD,North Macedonia,2004,0.417
NOR,Norway,2004,1.315
OMN,Oman,2004,0.697
,Pacific Islands Trust Territory,2004,
PAK,Pakistan,2004,0.893
PLW,Palau,2004,0.716
PSE,Palestine,2004,0.498
PAN,Panama,2004,0.674
PNG,Papua New Guinea,2004,0.312
PRY,Paraguay,2004,0.414
PER,Peru,2004,0.799
PHL,Philippines,2004,0.543
,Pitcairn Islands,2004,-0.453
POL,Poland,2004,0.783
PRT,Portugal,2004,1.004
PRI,Puerto Rico,2004,0.349
QAT,Qatar,2004,1.269
KOR,Republic of Korea,2004,1.145
MDA,Republic of Moldova,2004,0.641
REU,Réunion,2004,0.766
ROU,Romania,2004,0.538
RUS,Russian Federation,2004,1.403
RWA,Rwanda,2004,0.505
SHN,"Saint Helena, Ascension and Tristan da Cunha",2004,1.468
KNA,Saint Kitts and Nevis,2004,0.368
LCA,Saint Lucia,2004,0.519
SPM,Saint Pierre and Miquelon,2004,0.542
VCT,Saint Vincent and the Grenadines,2004,0.524
WSM,Samoa,2004,0.273
SMR,San Marino,2004,0.849
STP,Sao Tome and Principe,2004,0.758
SAU,Saudi Arabia,2004,1.001
SEN,Senegal,2004,1.111
SRB,Serbia,2004,
SCG,Serbia and Montenegro,2004,0.519
SYC,Seychelles,2004,0.327
SLE,Sierra Leone,2004,1.21
SGP,Singapore,2004,
SVK,Slovakia,2004,0.574
SVN,Slovenia,2004,0.756
SLB,Solomon Islands,2004,0.766
SOM,Somalia,2004,0.625
ZAF,South Africa,2004,0.908
SGS,South Georgia and the South Sandwich Islands,2004,
SSD,South Sudan,2004,
ESP,Spain,2004,0.961
LKA,Sri Lanka,2004,0.879
SDN,Sudan,2004,
,Sudan (former),2004,1.089
SUR,Suriname,2004,1.098
SJM,Svalbard and Jan Mayen Islands,2004,0.738
SWE,Sweden,2004,1.202
CHE,Switzerland,2004,0.98
SYR,Syrian Arab Republic,2004,0.627
TJK,Tajikistan,2004,1.164
THA,Thailand,2004,0.497
TLS,Timor-Leste,2004,0.617
TGO,Togo,2004,0.851
TKL,Tokelau,2004,1.045
TON,Tonga,2004,1.004
TTO,Trinidad and Tobago,2004,0.775
TUN,Tunisia,2004,1.11
TUR,Turkey,2004,0.585
TKM,Turkmenistan,2004,1.676
TCA,Turks and Caicos Islands,2004,0.872
TUV,Tuvalu,2004,0.712
UGA,Uganda,2004,0.729
UKR,Ukraine,2004,0.922
ARE,United Arab Emirates,2004,0.882
,United Kingdom,2004,1.019
TZA,United Republic of Tanzania,2004,0.764
USA,United States of America,2004,0.855
VIR,United States Virgin Islands,2004,0.303
URY,Uruguay,2004,0.425
,USSR,2004,
UZB,Uzbekistan,2004,1.909
VUT,Vanuatu,2004,0.608
VEN,Venezuela (Bolivarian Republic of),2004,0.77
VNM,Viet Nam,2004,0.408
WAK,Wake Island,2004,0.529
WLF,Wallis and Futuna Islands,2004,0.742
ESH,Western Sahara,2004,1.502
YEM,Yemen,2004,
,Yugoslav SFR,2004,
ZMB,Zambia,2004,0.413
ZWE,Zimbabwe,2004,-0.027
X01,World,2004,0.914
X06,Africa,2004,0.825
,Eastern Africa,2004,0.596
,Middle Africa,2004,0.699
,Northern Africa,2004,0.984
,Southern Africa,2004,0.791
,Western Africa,2004,0.993
X21,Americas,2004,0.694
,Northern America,2004,0.696
,Central America,2004,0.358
,Caribbean,2004,0.782
,South America,2004,0.738
,Asia,2004,1.088
,Central Asia,2004,2.021
,Eastern Asia,2004,1.201
,Southern Asia,2004,0.853
,South-Eastern Asia,2004,0.523
,Western Asia,2004,0.881
,Europe,2004,1.282
,Eastern Europe,2004,1.346
,Northern Europe,2004,1.177
,Southern Europe,2004,0.777
,Western Europe,2004,0.984
,Oceania,2004,0.632
,Australia and New Zealand,2004,0.65
,Melanesia,2004,0.358
,Micronesia,2004,0.402
,Polynesia,2004,0.482
,European Union,2004,0.92
,Least Developed Countries,2004,0.811
,Land Locked Developing Countries,2004,1.179
,Small Island Developing States,2004,0.702
,Low Income Food Deficit Countries,2004,0.823
,Net Food Importing Developing Countries,2004,0.852
,Annex I countries,2004,1.013
,Non-Annex I countries,2004,0.843
,OECD,2004,0.689
AFG,Afghanistan,2005,0.386
ALB,Albania,2005,0.282
DZA,Algeria,2005,1.346
ASM,American Samoa,2005,0.83
AND,Andorra,2005,0.864
AGO,Angola,2005,1.029
AIA,Anguilla,2005,0.629
ATA,Antarctica,2005,0.875
ATG,Antigua and Barbuda,2005,0.688
ARG,Argentina,2005,0.199
ARM,Armenia,2005,0.529
ABW,Aruba,2005,0.585
AUS,Australia,2005,1.144
AUT,Austria,2005,0.641
AZE,Azerbaijan,2005,0.88
BHS,Bahamas,2005,0.52
BHR,Bahrain,2005,1.114
BGD,Bangladesh,2005,0.687
BRB,Barbados,2005,1.175
BLR,Belarus,2005,1.261
BEL,Belgium,2005,1.193
,Belgium-Luxembourg,2005,
BLZ,Belize,2005,0.852
BEN,Benin,2005,1.216
BTN,Bhutan,2005,0.802
BOL,Bolivia (Plurinational State of),2005,0.748
BIH,Bosnia and Herzegovina,2005,0.15
BWA,Botswana,2005,1.328
BRA,Brazil,2005,1.202
VGB,British Virgin Islands,2005,0.575
BRN,Brunei Darussalam,2005,0.867
BGR,Bulgaria,2005,0.167
BFA,Burkina Faso,2005,1.415
BDI,Burundi,2005,
CPV,Cabo Verde,2005,1.0
KHM,Cambodia,2005,0.664
CMR,Cameroon,2005,1.05
CAN,Canada,2005,1.298
CYM,Cayman Islands,2005,0.752
CAF,Central African Republic,2005,1.054
TCD,Chad,2005,1.123
CHA,Channel Islands,2005,1.205
CHL,Chile,2005,0.102
CHN,China,2005,1.049
HKG,"China, Hong Kong SAR",2005,0.773
MAC,"China, Macao SAR",2005,0.773
,"China, mainland",2005,1.05
TWN,"China, Taiwan Province of",2005,0.662
CXR,Christmas Island,2005,1.009
CCK,Cocos (Keeling) Islands,2005,0.635
COL,Colombia,2005,0.761
COM,Comoros,2005,0.688
COG,Congo,2005,0.72
COK,Cook Islands,2005,0.41
CRI,Costa Rica,2005,0.577
CIV,Côte d'Ivoire,2005,1.027
HRV,Croatia,2005,0.29
CUB,Cuba,2005,0.496
CYP,Cyprus,2005,0.348
CZE,Czechia,2005,0.754
,Czechoslovakia,2005,
PRK,Democratic People's Republic of Korea,2005,0.778
COD,Democratic Republic of the Congo,2005,0.957
DNK,Denmark,2005,1.287
DJI,Djibouti,2005,1.269
DMA,Dominica,2005,0.745
DOM,Dominican Republic,2005,0.974
ECU,Ecuador,2005,0.815
EGY,Egypt,2005,0.44
SLV,El Salvador,2005,0.747
GNQ,Equatorial Guinea,2005,0.835
ERI,Eritrea,2005,0.916
EST,Estonia,2005,1.612
SWZ,Eswatini,2005,1.053
ETH,Ethiopia,2005,1.128
,Ethiopia PDR,2005,
FLK,Falkland Islands (Malvinas),2005,
FRO,Faroe Islands,2005,0.547
FJI,Fiji,2005,0.77
FIN,Finland,2005,2.212
FRA,France,2005,1.025
,French Guiana,2005,1.416
PYF,French Polynesia,2005,0.674
,French Southern and Antarctic Territories,2005,0.181
GAB,Gabon,2005,0.665
GMB,Gambia,2005,1.637
GEO,Georgia,2005,0.59
DEU,Germany,2005,1.022
GHA,Ghana,2005,0.963
GIB,Gibraltar,2005,0.902
GRC,Greece,2005,0.308
GRL,Greenland,2005,1.876
GRD,Grenada,2005,1.144
GLP,Guadeloupe,2005,0.68
GTM,Guatemala,2005,0.813
GIN,Guinea,2005,1.246
GNB,Guinea-Bissau,2005,1.587
GUY,Guyana,2005,1.126
HTI,Haiti,2005,1.045
VAT,Holy See,2005,0.473
HND,Honduras,2005,1.088
HUN,Hungary,2005,0.258
ISL,Iceland,2005,0.458
IND,India,2005,0.479
IDN,Indonesia,2005,0.669
IRN,Iran (Islamic Republic of),2005,0.773
IRQ,Iraq,2005,0.443
IRL,Ireland,2005,1.164
IMN,Isle of Man,2005,1.158
ISR,Israel,2005,0.146
ITA,Italy,2005,0.568
JAM,Jamaica,2005,1.053
JPN,Japan,2005,0.726
JOR,Jordan,2005,0.022
KAZ,Kazakhstan,2005,1.571
KEN,Kenya,2005,0.844
KIR,Kiribati,2005,
KWT,Kuwait,2005,0.775
KGZ,Kyrgyzstan,2005,1.151
LAO,Lao People's Democratic Republic,2005,0.897
LVA,Latvia,2005,1.353
LBN,Lebanon,2005,0.29
LSO,Lesotho,2005,0.772
LBR,Liberia,2005,0.984
LBY,Libya,2005,0.759
LIE,Liechtenstein,2005,0.679
LTU,Lithuania,2005,1.201
LUX,Luxembourg,2005,1.124
MDG,Madagascar,2005,0.636
MWI,Malawi,2005,1.236
MYS,Malaysia,2005,0.857
MDV,Maldives,2005,0.905
MLI,Mali,2005,1.385
MLT,Malta,2005,0.663
MHL,Marshall Islands,2005,0.13
MTQ,Martinique,2005,0.763
MRT,Mauritania,2005,1.265
MUS,Mauritius,2005,0.406
MYT,Mayotte,2005,0.646
MEX,Mexico,2005,0.732
FSM,Micronesia (Federated States of),2005,0.169
MID,Midway Island,2005,
MCO,Monaco,2005,0.834
MNG,Mongolia,2005,0.964
MNE,Montenegro,2005,
MSR,Montserrat,2005,0.688
MAR,Morocco,2005,1.437
MOZ,Mozambique,2005,1.006
MMR,Myanmar,2005,0.874
NAM,Namibia,2005,1.041
NRU,Nauru,2005,
NPL,Nepal,2005,0.769
NLD,Netherlands,2005,1.245
ANT,Netherlands Antilles (former),2005,0.698
NCL,New Caledonia,2005,0.32
NZL,New Zealand,2005,0.452
NIC,Nicaragua,2005,0.948
NER,Niger,2005,1.379
NGA,Nigeria,2005,1.249
NIU,Niue,2005,
NFK,Norfolk Island,2005,0.307
MKD,North Macedonia,2005,0.212
NOR,Norway,2005,1.78
OMN,Oman,2005,0.71
,Pacific Islands Trust Territory,2005,
PAK,Pakistan,2005,0.116
PLW,Palau,2005,0.549
PSE,Palestine,2005,0.145
PAN,Panama,2005,0.72
PNG,Papua New Guinea,2005,0.655
PRY,Paraguay,2005,0.6
PER,Peru,2005,0.893
PHL,Philippines,2005,0.646
,Pitcairn Islands,2005,-0.225
POL,Poland,2005,0.885
PRT,Portugal,2005,0.972
PRI,Puerto Rico,2005,0.646
QAT,Qatar,2005,0.873
KOR,Republic of Korea,2005,0.847
MDA,Republic of Moldova,2005,0.822
REU,Réunion,2005,0.586
ROU,Romania,2005,0.279
RUS,Russian Federation,2005,1.71
RWA,Rwanda,2005,
SHN,"Saint Helena, Ascension and Tristan da Cunha",2005,1.359
KNA,Saint Kitts and Nevis,2005,0.688
LCA,Saint Lucia,2005,0.97
SPM,Saint Pierre and Miquelon,2005,0.888
VCT,Saint Vincent and the Grenadines,2005,1.144
WSM,Samoa,2005,0.888
SMR,San Marino,2005,0.464
STP,Sao Tome and Principe,2005,0.662
